his name on,117847,3594607,0.032784391
name on the,694902,1863240,0.372953565
on the pocket,24558,800328815,3.07E-05
the pocket of,84862,482996,0.175699178
pocket of his,33588,231882,0.144849536
of his shirt,41214,68835977,0.000598728
his shirt so,1325,375493,0.003528694
shirt so he,870,16010,0.054341037
so he would,129995,4632284,0.02806283
he would have,1872945,14547512,0.128746758
would have collar,1,46185346,2.17E-08
have collar ID,1,641,0.001560062
Bodybuilders have muscles,1,690,0.001449275
have muscles of,107,5650,0.018938053
muscles of steal,1,279741,3.57E-06
When an actress,961,1526776,0.000629431
an actress saw,338,330580,0.001022445
actress saw her,386,467,0.826552463
saw her first,9173,879551,0.010429185
her first wrinkle,1,3353575,2.98E-07
first wrinkle she,1,839,0.001191895
wrinkle she thought,1,42,0.023809524
she thought she,119411,1104184,0.108144114
thought she would,71940,751993,0.095665784
she would dye,111,5373471,2.07E-05
A cardboard fort,1,7378,0.000135538
cardboard fort would,1,208,0.004807692
fort would be,720,2034,0.353982301
would be a,9570936,122128306,0.078367876
be a waist,1169,106128674,1.10E-05
a waist of,11103,77055,0.144091882
waist of paper,93,49997,0.001860112
Being able to,382324,386475,0.989259331
able to fit,93726,100783318,0.000929975
to fit size,1449,6898305,0.000210052
fit size fourteen,1,7765,0.000128783
size fourteen pants,1,709,0.001410437
fourteen pants is,1,1,1
pants is quite,58,22057,0.002629551
is quite a,679589,7294579,0.093163567
quite a feet,630,9226864,6.83E-05
The intern wanted,1,53892,1.86E-05
intern wanted to,76,282,0.269503546
wanted to say,1032584,27402383,0.03768227
to say something,562999,39326911,0.014315871
say something but,13387,1748829,0.007654836
something but he,3837,168098,0.022825971
but he was,1320944,13056191,0.101173765
he was not,3135027,57658957,0.054371899
was not aloud,1040,67427798,1.54E-05
Those who carry,2429,4296266,0.000565375
who carry too,117,180397,0.00064857
carry too many,2102,12262,0.171423911
too many burdens,664,7525634,8.82E-05
many burdens start,1,4335,0.000230681
burdens start feeling,1,44,0.022727273
start feeling pail,1,81436,1.23E-05
A mans family,1,4534,0.000220556
mans family is,1,761,0.00131406
family is his,1295,1819694,0.000711658
is his anchor,225,2886361,7.80E-05
his anchor in,319,6755,0.047224278
anchor in a,13181,114482,0.115136004
in a manor,5734,364730082,1.57E-05
a manor of,2733,29866,0.091508739
manor of speaking,698,55599,0.012554183
An online poker,1376,727138,0.001892351
online poker tournament,243994,14637897,0.016668651
poker tournament ended,1,1345076,7.43E-07
tournament ended suddenly,1,3311,0.000302024
ended suddenly when,534,3466,0.15406809
suddenly when the,2311,14750,0.156677966
when the competitor,2161,59007848,3.66E-05
the competitor cached,1,162265,6.16E-06
competitor cached in,1,1,1
cached in his,50,53254,0.000938897
in his chips,2493,43950191,5.67E-05
Britain is a,29945,339651,0.088164027
is a wet,14973,476718990,3.14E-05
a wet place,1144,673912,0.001697551
wet place since,1,7927,0.000126151
place since the,57291,235926,0.242834618
since the autumn,4929,23264155,0.000211871
the autumn has,708,723386,0.000978731
autumn has had,1,6020,0.000166113
has had a,1677104,6845443,0.244995685
had a long,456534,51079136,0.008937778
a long reign,2564,29987389,8.55E-05
Tomato gardeners who,1,1,1
gardeners who work,296,21854,0.013544431
who work extra,353,2163916,0.00016313
work extra get,1,39659,2.52E-05
extra get thyme,1,702,0.001424501
get thyme and,1,1,1
thyme and a,1395,52339,0.026653165
and a half,4760711,178504444,0.026669986
If you say,184026,210252670,0.000875261
you say you,400527,6462150,0.061980455
say you have,209204,2346696,0.089148317
you have bad,122903,135266690,0.000908598
have bad teeth,2715,376603,0.007209183
bad teeth I,47,26274,0.001788841
teeth I would,193,14193,0.013598253
I would say,2006368,61619248,0.032560735
would say that,915136,4181918,0.218831646
say that was,53820,22024273,0.002443667
that was a,1584877,33913085,0.046733495
was a pore,78,98682950,7.90E-07
a pore excuse,1,33668,2.97E-05
People who like,59060,4256610,0.013874891
who like purple,53,1344356,3.94E-05
like purple paint,1,11275,8.87E-05
purple paint have,1,4073,0.000245519
paint have a,219,3444,0.06358885
have a gilt,180,156027480,1.15E-06
a gilt complex,57,26481,0.002152487
To heir is,56,108,0.518518519
heir is careless,1,13007,7.69E-05
When their parrot,1,144284,6.93E-06
their parrot was,1,1303,0.00076746
parrot was little,1,5642,0.000177242
was little they,3797,961428,0.003949334
little they only,1,72858,1.37E-05
they only got,11376,1214093,0.009369958
only got rest,1,597405,1.67E-06
got rest after,1,631,0.001584786
rest after son,1,64809,1.54E-05
after son down,1,6209,0.000161057
Novice choristers make,1,1,1
choristers make terrible,1,1,1
make terrible singers,1,6367,0.00015706
terrible singers because,1,503,0.001988072
singers because they,236,1073,0.219944082
because they cannot,50,20712023,2.41E-06
they cannot hit,1,736,0.001358696
cannot hit the,1,1,1
hit the high,22699,6332762,0.003584376
the high Cs,397,13707064,2.90E-05
An optometrist is,526,4825,0.109015544
optometrist is a,454,3411,0.133098798
is a bright,109395,476718990,0.000229475
a bright spark,2893,1641159,0.001762779
bright spark who,399,14336,0.027832031
spark who knows,1,618,0.001618123
who knows whats,2163,3001733,0.000720584
knows whats watt,1,18570,5.39E-05
When the mayor,3008,19672833,0.000152901
the mayor wanted,702,1126933,0.00062293
mayor wanted to,727,1333,0.545386347
wanted to balance,2476,27402383,9.04E-05
to balance the,551306,1667313,0.330655372
balance the budget,85786,965423,0.088858459
the budget he,3885,4255300,0.000912979
budget he turned,1,9958,0.000100422
he turned to,232953,1038193,0.224383135
turned to a,98488,3304261,0.029806362
to a fund,47627,279146624,0.000170616
a fund razor,1,957154,1.04E-06
Daniel is a,12386,84826,0.146016552
is a biblical,10796,476718990,2.26E-05
a biblical prophet,745,155026,0.004805646
biblical prophet known,1,2530,0.000395257
prophet known for,40,410,0.097560976
known for interpreting,118,5472509,2.16E-05
for interpreting dreams,404,146030,0.002766555
He can recite,1042,1956582,0.000532561
can recite the,9244,31409,0.294310548
recite the number,385,186997,0.002058857
the number pi,1775,47340815,3.75E-05
number pi up,1,3536,0.000282805
pi up to,234,330,0.709090909
up to ten,337250,130000057,0.00259423
to ten decimal,376,1386163,0.000271252
ten decimal places,474,1258,0.376788553
Bakers knead flour,1,1,1
knead flour and,1,166,0.006024096
flour and milk,5722,419750,0.013631924
and milk together,5892,632100,0.00932131
milk together to,186,8297,0.022417741
together to make,327079,5755771,0.056826271
to make bread,16539,122728935,0.00013476
make bread dough,370,28024,0.013202969
The fisherman dipped,1,19434,5.15E-05
fisherman dipped the,1,1,1
dipped the oar,1,17195,5.82E-05
the oar in,1265,29373,0.043066762
oar in the,3053,13220,0.230937973
in the river,480602,1628795324,0.000295066
Boxes are stacked,151,43697,0.003455615
are stacked in,13873,106639,0.130093118
stacked in tiers,291,87670,0.003319265
in tiers in,204,12049,0.016930866
tiers in the,4173,12648,0.329933586
in the warehouse,91239,1628795324,5.60E-05
Pollsters conducted a,1,51,0.019607843
conducted a poll,8314,1320028,0.006298351
a poll on,56223,947751,0.059322544
poll on the,37073,173257,0.213976924
on the popularity,34655,800328815,4.33E-05
the popularity of,603028,711371,0.847698318
popularity of the,294776,1311046,0.224840318
of the political,1050598,2766332391,0.00037978
the political candidates,1612,6686490,0.000241083
The old man,227265,2148024,0.10580189
old man is,54639,3299585,0.016559355
man is alone,1775,2751606,0.000645078
is alone all,147,143690,0.001023036
alone all the,10381,41636,0.249327505
all the time,6954027,129776996,0.053584435
the time and,2823728,76880438,0.036728823
time and is,153450,28108829,0.005459139
and is bored,1475,75098452,1.96E-05
is bored to,1963,58756,0.033409354
bored to tears,19401,76129,0.254843752
Greece is a,12609,100002,0.126087478
is a country,287938,476718990,0.000603999
a country in,147831,5593089,0.026431012
country in the,976035,2654436,0.367699579
in the the,296803,1628795324,0.000182222
the the southern,856,5400040,0.000158517
the southern portion,72822,3419306,0.021297304
southern portion of,81592,95461,0.854715538
portion of Europe,1817,16946375,0.000107221
In mathematics the,1840,63307,0.029064716
mathematics the sine,1,8853,0.000112956
the sine function,7815,125006,0.062516999
sine function is,1580,20168,0.078341928
function is a,136856,3507155,0.039021942
is a function,844631,476718990,0.001771759
a function of,3544203,6597206,0.537227881
function of an,79557,9000005,0.008839662
of an angle,26975,76105830,0.000354441
Ms Wu is,1,2911,0.000343525
Wu is the,1881,15337,0.122644585
is the principal,337434,306482559,0.001100989
the principal of,275921,5407523,0.051025396
principal of our,2158,677865,0.003183525
of our local,214857,92545048,0.002321648
our local high,3981,1410557,0.002822289
local high school,120541,201473,0.598298531
I bought a,841678,4646527,0.181141313
bought a new,229170,2828559,0.081020053
a new CD,123395,120399394,0.001024881
new CD today,506,597326,0.000847109
CD today in,179,31375,0.005705179
today in classical,371,1755092,0.000211385
in classical music,40650,297212,0.136771059
The hare ran,172,11426,0.015053387
hare ran rapidly,1,625,0.0016
ran rapidly through,202,1916,0.105427975
rapidly through the,26321,54968,0.478842235
through the fields,36842,84692141,0.000435011
That cabin is,74,409,0.180929095
cabin is made,934,101623,0.009190833
is made of,2001532,17014082,0.117639729
made of knotty,139,8942896,1.55E-05
of knotty pine,719,2717,0.264630107
The clothesline hangs,1,585,0.001709402
clothesline hangs taut,1,1,1
hangs taut between,1,1,1
taut between two,155,1554,0.0997426
between two poles,5151,4721150,0.001091048
Karl Marx was,6227,336816,0.018487839
Marx was a,4172,35615,0.117141654
was a german,4784,98682950,4.85E-05
a german philosopher,145,97888,0.001481285
He waved at,2668,43602,0.061189854
waved at me,7367,47886,0.153844547
at me to,49645,4792393,0.010359125
me to say,362181,32200539,0.011247669
to say hi,294522,39326911,0.00748907
She was in,165797,10290828,0.016111143
was in a,1815111,23793684,0.076285413
in a daze,58764,364730082,0.000161116
a daze after,521,71887,0.007247486
daze after learning,1,836,0.001196172
after learning the,15641,176279,0.088728663
learning the bad,131,1106664,0.000118374
the bad news,243123,3099491,0.078439653
Novels and essays,53,66497,0.000797028
and essays are,5096,388000,0.013134021
essays are written,3726,114679,0.032490691
are written in,375004,2971072,0.126218415
written in prose,3947,6361447,0.000620456
Our plane landed,412,7691,0.053569107
plane landed at,4936,30938,0.159544896
landed at the,41935,229678,0.182581701
at the airport,958287,416201497,0.002302459
That beaver is,1,120,0.008333333
beaver is building,1,7915,0.000126342
is building a,178411,779722,0.228813603
building a dam,6483,3844424,0.001686338
a dam with,2821,223516,0.01262102
dam with logs,1,18118,5.52E-05
with logs and,3802,22841,0.166455059
logs and sticks,466,367142,0.001269264
This computer has,10603,112576,0.094185262
computer has a,46078,326276,0.141223994
has a processing,2628,75657099,3.47E-05
a processing speed,1217,212574,0.005725065
processing speed of,8442,103900,0.081251203
speed of thirty-three,1,4200139,2.38E-07
of thirty-three mega,1,1,1
thirty-three mega hertz,1,1,1
She plays the,12233,72740,0.168174319
plays the leading,5397,1094799,0.004929672
the leading role,80941,7913077,0.010228764
leading role in,313245,475176,0.6592189
role in a,285487,16066437,0.017769154
in a television,58953,364730082,0.000161635
a television show,61632,982020,0.062760433
He puts a,8315,123452,0.067354113
puts a collar,96,695982,0.000137935
a collar on,5968,132743,0.044959056
collar on his,1550,43244,0.035843123
on his dog,2825,21576564,0.000130929
his dog before,269,321252,0.000837349
dog before walking,1,19499,5.13E-05
before walking it,78,44952,0.001735184
The little boy,51541,890893,0.057853188
little boy wanted,1304,1115315,0.001169176
boy wanted to,4733,8706,0.543648059
wanted to steal,8838,27402383,0.000322527
to steal his,27308,1349870,0.020230096
steal his friends,1,54160,1.85E-05
his friends candy,1,2083783,4.80E-07
friends candy but,1,82,0.012195122
candy but decided,1,5798,0.000172473
but decided not,28684,287165,0.099886825
decided not to,999687,1027773,0.972672954
Some people do,104681,3452579,0.030319654
people do not,2617836,3934072,0.665426561
do not like,6758360,326267941,0.020714141
not like to,1187703,13737864,0.086454706
like to dye,1028,75094298,1.37E-05
to dye their,2718,75356,0.036068793
dye their hair,7788,10897,0.714692117
She must have,87117,266824,0.326496117
must have a,2616082,18453680,0.141764786
have a small,624753,156027480,0.004004122
a small waist,4327,34107305,0.000126864
small waist look,1,14501,6.90E-05
waist look how,1,1365,0.000732601
look how tiny,187,151826,0.001231673
how tiny her,576,17506,0.032903005
tiny her belt,1,1257,0.000795545
her belt is,278,58176,0.004778603
These new shoes,161,610733,0.000263618
new shoes are,1559,156552,0.009958352
shoes are hurting,92,495471,0.000185682
are hurting my,1263,118161,0.010688806
hurting my feet,467,31866,0.014655118
The student read,262,2992411,8.76E-05
student read her,41,11621,0.003528096
read her poem,1420,236108,0.006014197
her poem aloud,65,26610,0.002442691
poem aloud in,134,3653,0.036682179
aloud in class,4530,66143,0.068487973
A worker filled,1,83642,1.20E-05
worker filled a,1,216,0.00462963
filled a pail,114,117665,0.000968852
a pail with,964,42676,0.022588809
pail with water,479,7481,0.064028873
with water to,84282,2541369,0.033164015
water to clean,16786,2853896,0.005881784
to clean the,397475,3740097,0.106273982
clean the floor,7843,924357,0.008484817
Those wealthy people,1,266,0.003759398
wealthy people live,437,73166,0.00597272
people live in,220234,685629,0.321214534
live in a,2246108,15277762,0.14701813
in a huge,257008,364730082,0.000704653
a huge manor,113,19951018,5.66E-06
Cached copies of,150,3560,0.042134831
copies of the,3338545,10411560,0.320657519
of the web,1848699,2766332391,0.000668285
the web pages,254033,29088379,0.008733144
web pages are,216231,4801270,0.045036209
pages are stored,29045,9321565,0.003115893
are stored in,862470,1911919,0.451101746
stored in the,1947921,6189887,0.314694113
in the database,1699790,1628795324,0.001043587
The kings reign,1,39138,2.56E-05
kings reign ended,1,1893,0.000528262
reign ended and,48,4567,0.010510182
ended and his,1410,278386,0.00506491
and his heir,3366,36429131,9.24E-05
his heir took,1,45702,2.19E-05
heir took over,1,159,0.006289308
One of my,1469387,28669523,0.051252579
of my favorite,1856402,56480880,0.032867795
my favorite meals,2450,5417256,0.000452258
favorite meals is,534,10881,0.049076372
meals is chicken,1,41564,2.41E-05
is chicken in,280,15435,0.01814059
chicken in a,33871,168603,0.200892036
in a creamy,31328,364730082,8.59E-05
a creamy sauce,8189,184497,0.044385546
creamy sauce flavored,53,18394,0.002881374
sauce flavored with,2671,3021,0.884144323
flavored with thyme,209,115571,0.001808412
A pore is,107,2010,0.053233831
pore is a,387,8549,0.045268452
is a very,8493828,476718990,0.017817264
a very small,1379297,47769499,0.02887401
very small opening,1900,3777807,0.000502937
small opening on,1540,51637,0.029823576
opening on the,56542,238644,0.236930323
on the surface,1762721,800328815,0.002202496
the surface of,2716522,9277414,0.292810259
surface of your,42489,4488966,0.009465209
of your skin,161487,93832581,0.001721012
She covered the,3357,14348,0.233969891
covered the frame,188,1010719,0.000186006
the frame with,41023,2549709,0.016089287
frame with gilt,382,577887,0.000661029
Prince William is,3766,664737,0.005665398
William is heir,1,53808,1.86E-05
is heir to,16626,21170,0.785356637
heir to the,149649,271072,0.552063658
to the british,3834,1139248999,3.37E-06
the british throne,84,103980,0.000807848
They have a,1281307,10098606,0.126879591
have a son,130851,156027480,0.000838641
a son and,84455,1881844,0.044878853
son and a,54048,1132474,0.047725599
and a daughter,126296,178504444,0.000707523
It is hard,688824,146170368,0.004712474
is hard even,2796,3647939,0.00076646
hard even for,5800,24622,0.235561693
even for a,334621,2261237,0.147981392
for a soprano,1962,274112498,7.16E-06
a soprano to,282,28907,0.009755423
soprano to sing,211,4345,0.048561565
to sing the,118988,1809969,0.065740352
sing the high,851,402623,0.00211364
the high Cs,397,13707064,2.90E-05
My desk lamp,45,16244,0.002770254
desk lamp uses,120,74341,0.001614183
lamp uses a,1173,4897,0.239534409
uses a sixty,1,4772084,2.10E-07
a sixty watt,127,69691,0.00182233
sixty watt light,75,450,0.166666667
watt light bulb,16258,29669,0.547979372
He used a,35564,521691,0.068170622
used a razor,1519,3551393,0.000427719
a razor to,4706,193426,0.024329718
razor to shave,1583,17551,0.090194291
to shave his,10535,291889,0.036092487
shave his beard,2737,22433,0.122007756
Its easy to,51009,188395,0.270755593
easy to tie,4563,28471715,0.000160264
to tie a,67028,1181989,0.056707804
tie a double,724,163826,0.004419323
a double knot,2649,4541729,0.000583258
We get our,22343,960369,0.023265016
get our wood,152,1276208,0.000119103
our wood from,270,28511,0.009470029
wood from trees,1568,123437,0.012702836
A grader was,1,787,0.001270648
grader was hired,1,7848,0.000127421
was hired to,147598,599702,0.246118906
hired to score,412,606660,0.000679128
to score all,3929,1485373,0.002645127
score all of,1225,12673,0.096662195
all of the,26311386,71818768,0.366358081
of the tests,302877,2766332391,0.000109487
I was poked,638,106686995,5.98E-06
was poked in,860,4421,0.194526125
poked in the,16456,29306,0.561523238
in the eye,827885,1628795324,0.000508281
We learned about,19097,247732,0.077087336
learned about how,21042,1036530,0.020300425
about how a,163817,14305762,0.01145112
how a cell,4831,3548571,0.001361393
a cell works,312,2077153,0.000150206
cell works in,485,4847,0.100061894
works in biology,181,3853641,4.70E-05
That scent is,66,729,0.090534979
scent is unpleasant,1,69119,1.45E-05
I took a,1117792,6127504,0.182422076
took a course,26979,7376815,0.003657269
a course in,332627,3850017,0.086396242
course in school,2580,3119994,0.000826925
There are deer,837,76775274,1.09E-05
are deer in,371,8420,0.044061758
deer in the,53131,134739,0.394325325
in the forest,672341,1628795324,0.000412784
He tried to,259485,369281,0.702676282
tried to steal,38982,16201427,0.002406084
to steal honey,188,1349870,0.000139273
steal honey but,1,472,0.002118644
honey but was,1,5253,0.000190367
but was stung,109,4224254,2.58E-05
was stung by,8205,17759,0.462019258
stung by an,1644,85134,0.019310734
by an angry,32455,20424772,0.001589002
an angry bee,394,442155,0.00089109
Cars should brake,1,2972,0.000336474
should brake slowly,1,969,0.001031992
We use different,4796,3594101,0.001334409
use different kinds,6462,643987,0.010034364
different kinds of,1377794,1516382,0.908606143
kinds of flours,164,31597846,5.19E-06
of flours in,76,3620,0.020994475
flours in baking,88,2023,0.043499753
The fare had,54,43952,0.001228613
fare had to,79,1350,0.058518519
had to be,5381605,37065360,0.145192304
to be paid,2324326,505148997,0.004601268
His heel was,108,2335,0.046252677
heel was bruised,81,5969,0.013570112
was bruised from,580,23967,0.024199942
bruised from walking,1,8706,0.000114863
from walking too,268,89742,0.002986339
walking too much,691,7583,0.091124885
We sang a,2097,29060,0.072161046
sang a hymn,3227,127676,0.025274915
a hymn in,3586,99315,0.036107335
hymn in church,186,13568,0.013708726
I answered with,9307,459599,0.020250262
answered with a,98004,257628,0.380408962
with a string,118731,271525283,0.000437274
a string of,965019,3742430,0.257858931
string of nos,1,1827377,5.47E-07
We stayed at,304076,808744,0.375985479
stayed at an,4535,2764843,0.001640238
at an inn,17017,11836110,0.001437719
That famous movie,1,5412,0.000184775
famous movie star,7231,45306,0.159603585
movie star is,4500,428805,0.010494281
star is my,284,340456,0.000834175
is my idol,13366,13117977,0.001018907
I hired a,24966,78907,0.316397785
hired a maid,619,441043,0.001403491
a maid to,7907,194049,0.04074744
maid to clean,1441,36001,0.040026666
The nun was,753,16365,0.046012832
nun was very,90,7282,0.012359242
was very pious,851,11641665,7.31E-05
very pious and,1871,10146,0.184407648
pious and kind,110,46976,0.002341621
We were in,245300,8501310,0.028854377
were in mourning,1671,9765978,0.000171104
in mourning after,2806,97123,0.0288912
mourning after our,1,8406,0.000118963
after our loved,147,608438,0.000241602
our loved one,12748,119963,0.106266099
loved one died,4430,1547812,0.002862105
Vegetarians dont like,1,1,1
dont like meat,140,665578,0.000210343
You need to,3805110,6217072,0.612042132
need to reel,745,127104469,5.86E-06
to reel in,21382,106015,0.20168844
reel in the,14555,59466,0.244761713
in the fish,81730,1628795324,5.02E-05
She ate a,2526,20957,0.120532519
ate a pear,317,286681,0.001105759
a pear and,2736,74953,0.036502875
pear and two,117,59867,0.001954332
and two apples,549,12045268,4.56E-05
It is customary,61190,146170368,0.000418621
is customary for,34124,201905,0.169010178
customary for Christians,68,80803,0.000841553
for Christians to,45714,271309,0.168494226
Christians to pray,4076,287652,0.0141699
to pray before,9496,1445055,0.006571376
pray before bed,94,21851,0.004301863
He tripped over,1076,4607,0.23355763
tripped over a,16465,77931,0.211276642
over a trees,1,24284389,4.12E-08
a trees root,1,3870,0.000258398
That business made,44,12162,0.003617826
business made one,1,12644,7.91E-05
made one million,377,470097,0.000801962
one million dollars,127217,1537040,0.082767527
million dollars in,235743,2610047,0.090321362
dollars in profit,4739,1818787,0.002605583
in profit last,1008,179347,0.00562039
profit last year,8611,11430,0.753368329
Would you like,4291080,8007475,0.535884283
you like some,67745,21332089,0.003175732
like some apple,131,1567836,8.36E-05
some apple pie,1260,13003,0.096900715
apple pie for,2776,232943,0.011917078
pie for dessert?,5438,40027,0.135858296
The company has,978821,8523448,0.114838619
company has a,273691,3552329,0.07704551
has a need,57579,75657099,0.000761052
a need for,2084324,4527415,0.460378384
need for computer,10509,23793178,0.000441681
for computer programmers,4742,1169797,0.004053695
Take care of,246395,1213236,0.203089094
care of your,745576,11155071,0.066837405
of your car,397759,93832581,0.004239029
your car or,138382,4971198,0.027836751
car or else,469,1158147,0.000404957
or else you,106317,1797267,0.059154817
else you will,47410,1285515,0.036880161
you will have,5033167,75297603,0.066843655
will have problems,46371,37677521,0.001230734
Tears ran down,3597,4389,0.819548872
ran down her,14858,238855,0.062205104
down her cheeks,40885,757054,0.054005395
her cheeks as,7549,225352,0.033498704
cheeks as she,6811,31803,0.214162186
as she watched,62087,8915662,0.006963813
she watched a,3697,144647,0.025558774
watched a sad,145,435771,0.000332744
a sad movie,3416,1009313,0.00338448
She raised a,4316,67696,0.063755613
raised a flag,1850,572817,0.003229653
a flag up,1276,718118,0.001776867
flag up the,3503,25364,0.138109131
up the pole,8160,39926922,0.000204373
the pole ,1,654056,1.53E-06
He has a,1050085,12706635,0.082640683
has a meeting,16572,75657099,0.000219041
a meeting with,876996,5634711,0.1556417
meeting with the,863135,3560504,0.242419332
with the companys,1638,461331348,3.55E-06
the companys board,86,51223,0.001678933
companys board of,76,140,0.542857143
board of directors,2095568,5849508,0.358246882
There was too,20827,15246349,0.001366032
was too much,424916,4396974,0.096638279
too much grease,1245,16705964,7.45E-05
much grease on,271,3710,0.073045822
grease on the,14675,33824,0.433863529
on the plate,135190,800328815,0.000168918
The sign on,14022,323320,0.043368799
sign on our,4393,934903,0.004698883
on our store,8594,26689731,0.000321997
our store says,1,1521011,6.57E-07
store says the,147,3669,0.040065413
says the clothes,175,4746401,3.69E-05
the clothes boutique,1,642539,1.56E-06
I believe in,943185,16505923,0.057142215
believe in the,1138403,6458530,0.176263484
in the principle,37171,1628795324,2.28E-05
the principle of,1854837,3133127,0.59200824
principle of physics,3077,3492084,0.000881136
The seedy bar,1,1760,0.000568182
seedy bar was,1,4397,0.000227428
bar was full,1722,172323,0.009992862
was full of,596588,867323,0.687849855
full of drunken,3180,13237984,0.000240218
of drunken and,754,83953,0.008981216
drunken and unwashed,1,15669,6.38E-05
and unwashed people,1,10736,9.31E-05
Most people have,116743,2247929,0.05193358
people have lots,3530,8342956,0.000423111
have lots of,937721,1057550,0.886691882
lots of hair,8551,18069241,0.000473235
of hair on,30699,995472,0.030838637
hair on their,16245,383870,0.042319014
on their heads,136424,27253337,0.005005772
That boy is,8130,35213,0.230880641
boy is a,21318,423788,0.050303454
is a naughty,8091,476718990,1.70E-05
a naughty child,4446,139804,0.031801665
She taught mathematics,290,106402,0.002725513
taught mathematics to,492,12714,0.038697499
mathematics to college,73,131717,0.000554219
to college students,47715,1684223,0.028330571
She got high,213,415153,0.000513064
got high marks,3789,67956,0.055756666
high marks in,19786,177980,0.111169794
marks in high,425,348809,0.001218432
in high school,1615255,5770541,0.279913963
The statue is,12619,83298,0.151492233
statue is ten,1,78787,1.27E-05
is ten feet,3992,215070,0.018561399
ten feet high,10955,230828,0.04745958
There are seven,132134,76775274,0.001721049
are seven days,2429,311450,0.007799005
seven days in,47076,2636970,0.017852308
days in a,352068,4089092,0.08609931
in a week,679188,364730082,0.001862166
What are the,6034319,18319933,0.32938543
are the pros,46832,100855627,0.000464347
the pros and,563203,996537,0.56516015
pros and cons,936172,1024620,0.913677266
and cons of,621732,1065644,0.583433117
cons of social,131,706505,0.00018542
of social networking,12124,5884055,0.002060484
social networking sites?,22227,219716,0.10116241
She felt plain,1,397145,2.52E-06
felt plain next,1,471,0.002123142
plain next to,439,550,0.798181818
next to her,263286,13105771,0.020089318
to her beautiful,5578,17523479,0.000318316
her beautiful sister,963,214662,0.004486122
I do not,79702920,102196744,0.779896862
do not give,1662516,326267941,0.005095554
not give a,915404,6833267,0.133962861
give a damn,267474,8776354,0.030476665
a damn what,22144,939387,0.023572819
damn what you,5312,28974,0.183336785
what you say,608964,49362953,0.012336458
I fell and,9427,864334,0.010906663
fell and now,308,167628,0.001837402
and now my,102457,11498779,0.00891025
now my leg,310,559606,0.000553961
my leg hurts,1260,371772,0.003389174
She bought a,10018,42563,0.235368748
bought a roll,1365,2828559,0.000482578
a roll of,186993,885985,0.211056621
roll of silk,365,653974,0.000558126
of silk to,1794,230185,0.007793731
silk to make,1089,18339,0.059381646
to make a,15857063,122728935,0.129203949
make a dress,3907,39188068,9.97E-05
The caller on,324,148508,0.002181701
caller on the,9037,24691,0.366003807
on the phone,2081362,800328815,0.002600634
the phone is,207339,9130088,0.02270942
phone is from,918,1301676,0.000705245
is from your,41377,6970253,0.005936226
from your bank,87507,29906133,0.002926055
That ship is,959,6394,0.14998436
ship is made,1262,434732,0.002902938
is made of,2001532,17014082,0.117639729
made of wood,152190,8942896,0.017017977
of wood and,219877,1897674,0.115866582
wood and steel,18605,1214635,0.015317359
He is very,230155,18787113,0.012250685
is very scared,2611,27764972,9.40E-05
very scared that,1907,71621,0.026626269
scared that he,8001,114789,0.069701801
that he will,1583292,55731640,0.028409212
he will die,68595,10640378,0.006446669
will die of,47593,909294,0.052340607
die of a,31141,520139,0.059870535
of a heart,301930,387060526,0.000780059
a heart attack,856533,2330030,0.367605996
heart attack ,1,1825483,5.48E-07
Dealing with him,326,1293621,0.000252006
with him is,52215,10328489,0.005055435
him is a,50889,632466,0.080461242
is a waste,315115,476718990,0.000661008
a waste of,1165372,1734428,0.671905666
waste of time,873478,2071558,0.421652688
Passing that exam,1,1086,0.00092081
that exam without,45,33103,0.001359393
exam without studying,162,12466,0.012995347
without studying was,1,13893,7.20E-05
studying was a,244,4603,0.053008907
was a real,635352,98682950,0.006438316
a real feat,1863,15480585,0.000120344
We allowed our,589,16556,0.035576226
allowed our son,172,41563,0.004138296
our son to,12033,339331,0.035460951
son to use,2444,530079,0.004610634
to use the,14958350,87961652,0.170055355
use the family,6415,59333025,0.000108119
the family car,30380,12963381,0.002343524
She looks pale,267,340006,0.00078528
looks pale and,1529,4655,0.328464017
pale and sick,725,231973,0.003125364
There was all,7477,15246349,0.000490412
was all manner,449,4112633,0.000109176
all manner of,562557,576511,0.975795778
manner of food,1525,2095740,0.000727667
of food at,35385,5488490,0.006447128
food at the,117086,506422,0.231202436
at the party,256542,416201497,0.000616389
She bought stocks,1,42563,2.35E-05
bought stocks for,92,3001,0.030656448
stocks for ten,1,126779,7.89E-06
for ten years,387122,975353,0.396904505
ten years and,164968,4895906,0.033695091
years and then,176321,12382450,0.014239589
and then cashed,692,65569941,1.06E-05
then cashed in,683,2306,0.296183868
cashed in her,933,80415,0.011602313
in her chips,290,17159020,1.69E-05
Rain fell on,594,4627,0.128376918
fell on the,172247,691295,0.249165696
on the city,416443,800328815,0.00052034
the city last,14433,29633594,0.000487049
city last night,3903,24215,0.161181086
We have time,14480,49728416,0.000291182
have time to,1646960,2708867,0.607988506
time to have,216390,45623576,0.004742943
to have lunch,82952,101619294,0.000816302
have lunch before,1866,230449,0.008097236
lunch before the,3575,31641,0.112986315
before the meeting,258035,40278995,0.006406193
That family is,1006,8606,0.116895189
family is so,13167,1819694,0.007235832
is so poor,34986,15889793,0.002201791
so poor they,4641,176834,0.026244953
poor they cannot,1,14656,6.82E-05
