uniqueID,h1_trigram,h2_trigram,h1_prob,h2Prob,dummy
57,time looking for,time looking for,0.358668864,0.358668864,1
57,looking for the,looking for the,0.034433635,0.034433635,1
57,for the celebrity,for the celebrity,8.57E-06,8.57E-06,1
57,the celebrity before,the celebrity before,0.000206848,0.000206848,1
57,celebrity before she,celebrity before she,0.000542005,0.000542005,1
57,before she realized,before she realized,0.005427062,0.005427062,1
57,she realized she,she realized she,0.128375291,0.128375291,1
57,realized she didnt,realized she didnt,0.000437874,0.000437874,1
57,she didnt want,she didnt want,0.094877583,0.094877583,1
57,didnt want to,didnt want to,0.659098933,0.659098933,1
57,want to idol,want to idle,7.76E-09,3.18E-06,1
58,She didnt want,She didnt want,0.05757843,0.05757843,1
58,didnt want to,didnt want to,0.659098933,0.659098933,1
58,want to clean,want to clean,0.000297567,0.000297567,1
58,to clean up,to clean up,0.295078978,0.295078978,1
58,clean up but,clean up but,0.000846745,0.000846745,1
58,up but I,up but I,0.100649465,0.100649465,1
58,but I maid,but I made,1.64E-08,0.001269567,1
58,I maid her,I made her,0.001582278,0.006679012,1
59,When the new,When the new,0.004308022,0.004308022,1
59,the new church,the new church,0.000700956,0.000700956,1
59,new church opened,new church opened,0.00077689,0.00077689,1
59,church opened nun,church opened none,0.000318878,0.000318878,1
59,opened nun of,opened none of,1,0.462365591,1
59,nun of us,none of us,0.005868545,0.055094017,1
59,of us cared,of us cared,0.000101944,0.000101944,1
60,He cried when,He cried when,0.027341066,0.027341066,1
60,cried when he,cried when he,0.105389854,0.105389854,1
60,when he woke,when he woke,0.001046846,0.001046846,1
60,he woke up,he woke up,0.696966825,0.696966825,1
60,woke up It,woke up It,6.70E-05,6.70E-05,1
60,up It was,up It was,0.057609813,0.057609813,1
60,It was mourning,It was morning,1.72E-08,8.23E-05,1
61,The butcher was,The butcher was,0.028878822,0.028878822,1
61,butcher was very,butcher was very,0.000376648,0.000376648,1
61,was very glad,was very glad,0.004279714,0.004279714,1
61,very glad we,very glad we,0.022836205,0.022836205,1
61,glad we could,glad we could,0.081351007,0.081351007,1
61,we could meat,we could meet,8.89E-08,0.003162543,1
62,The fisherman couldnt,The fisherman couldnt,5.15E-05,5.15E-05,1
62,fisherman couldnt believe,fisherman couldnt believe,1,1,1
62,couldnt believe what,couldnt believe what,0.067862689,0.067862689,1
62,believe what he,believe what he,0.069548018,0.069548018,1
62,what he caught,what he caught,4.22E-05,4.22E-05,1
62,he caught he,he caught he,0.000492879,0.000492879,1
62,caught he didnt,caught he didnt,0.000224618,0.000224618,1
62,he didnt think,he didnt think,0.012842711,0.012842711,1
62,didnt think it,didnt think it,0.173892851,0.173892851,1
62,think it was,think it was,0.0974259,0.0974259,1
62,it was reel,it was real,9.66E-07,0.000718373,1
63,If I were,If I were,0.065996297,0.065996297,1
63,I were brave,I were brave,0.00025496,0.00025496,1
63,were brave enough,were brave enough,0.365254088,0.365254088,1
63,brave enough to,brave enough to,0.845171481,0.845171481,1
63,enough to be,enough to be,0.066516184,0.066516184,1
63,to be a,to be a,0.071533065,0.071533065,1
63,be a fruit,be a fruit,2.69E-05,2.69E-05,1
63,a fruit farmer,a fruit farmer,0.001818072,0.001818072,1
63,fruit farmer I,fruit farmer I,0.000587199,0.000587199,1
63,farmer I would,farmer I would,0.056966898,0.056966898,1
63,I would grow,I would grow,0.000129635,0.000129635,1
63,would grow a,would grow a,0.010968204,0.010968204,1
63,grow a pear,grow a pair,3.11E-06,0.019924376,1
64,All the birds,All the birds,0.000407726,0.000407726,1
64,the birds in,the birds in,0.038433024,0.038433024,1
64,birds in the,birds in the,0.318904855,0.318904855,1
64,in the parish,in the parish,0.000146848,0.000146848,1
64,the parish were,the parish were,0.003275971,0.003275971,1
64,parish were birds,parish were birds,0.000139082,0.000139082,1
64,were birds of,were birds of,0.097885273,0.097885273,1
64,birds of pray,birds of prey,0.00177326,0.248367529,1
65,If you want,If you want,0.055206048,0.055206048,1
65,you want to,you want to,0.532349849,0.532349849,1
65,want to make,want to make,0.026557031,0.026557031,1
65,to make it,to make it,0.086144013,0.086144013,1
65,make it all,make it all,0.008949293,0.008949293,1
65,it all the,it all the,0.050274687,0.050274687,1
65,all the way,all the way,0.040802401,0.040802401,1
65,the way to,the way to,0.089248732,0.089248732,1
65,way to a,way to a,0.013055207,0.013055207,1
65,to a tree,to a tree,0.000496442,0.000496442,1
65,a tree farm,a tree farm,0.002357994,0.002357994,1
65,tree farm you,tree farm you,0.002851459,0.002851459,1
65,farm you had,farm you had,0.006287694,0.006287694,1
65,you had better,you had better,0.020751253,0.020751253,1
65,had better take,had better take,0.017305067,0.017305067,1
65,better take a,better take a,0.182187677,0.182187677,1
65,take a different,take a different,0.004299861,0.004299861,1
65,a different root,a different route,0.000210505,0.003023252,1
66,Nationalism is a,Nationalism is a,0.172323597,0.172323597,1
66,is a non,is a non,0.004594684,0.004594684,1
66,a non prophet,a non profit,7.65E-06,0.008212017,1
66,non prophet organization,non profit organization,0.0041841,0.186085554,1
67,I get my,I get my,0.039873556,0.039873556,1
67,get my large,get my large,7.97E-05,7.97E-05,1
67,my large waistline,my large waistline,1.72E-05,1.72E-05,1
67,large waistline from,large waistline from,0.005128205,0.005128205,1
67,waistline from too,waistline from too,0.002123142,0.002123142,1
67,from too much,from too much,0.426492442,0.426492442,1
67,too much pi,too much pie,5.99E-08,3.02E-05,1
68,Mothers trade cake,Mothers trade cake,1,1,1
68,trade cake recipes,trade cake recipes,0.004878049,0.004878049,1
68,cake recipes on,cake recipes on,0.00124935,0.00124935,1
68,recipes on a,recipes on a,0.018169051,0.018169051,1
68,on a knead,on a need,4.51E-06,0.000354314,1
68,a knead to,a need to,0.383747178,0.386157222,1
68,knead to know,need to know,0.144296655,0.04996604,1
68,to know basis,to know basis,0.000406952,0.000406952,1
69,The indecisive customer,The indecisive customer,0.001567398,0.001567398,1
69,indecisive customer could,indecisive customer could,0.006451613,0.006451613,1
69,customer could not,customer could not,0.091544261,0.091544261,1
69,could not choose,could not choose,0.000435279,0.000435279,1
69,not choose either,not choose either,0.002043225,0.002043225,1
69,choose either oar,choose either or,6.38E-06,0.006624374,1
70,It was an,It was an,0.020134497,0.020134497,1
70,was an emotional,was an emotional,0.00184464,0.00184464,1
70,an emotional wedding,an emotional wedding,0.000108909,0.000108909,1
70,emotional wedding Even,emotional wedding Even,0.002463054,0.002463054,1
70,wedding Even the,wedding Even the,1,1,1
70,Even the mother-in-law,Even the mother-in-law,3.54E-07,3.54E-07,1
70,the mother-in-law was,the mother-in-law was,1,1,1
70,mother-in-law was in,mother-in-law was in,1,1,1
70,was in tiers,was in tears,9.29E-06,0.001616521,1
71,A new country,A new country,0.000281747,0.000281747,1
71,new country decided,new country decided,4.32E-06,4.32E-06,1
71,country decided to,country decided to,0.611200367,0.611200367,1
71,decided to conduct,decided to conduct,0.001688519,0.001688519,1
71,to conduct a,to conduct a,0.175060566,0.175060566,1
71,conduct a gallup,conduct a gallup,4.41E-07,4.41E-07,1
71,a gallup poll,a gallup pole,0.553571429,0.00255102,1
72,At some executive,At some executive,1.23E-06,1.23E-06,1
72,some executive galas,some executive galas,0.000112435,0.000112435,1
72,executive galas there,executive galas there,1,1,1
72,galas there is,galas there is,1,1,1
72,there is a,there is a,0.283479074,0.283479074,1
72,is a chairman,is a chairman,3.27E-06,3.27E-06,1
72,a chairman of,a chairman of,0.162308537,0.162308537,1
72,chairman of the,chairman of the,0.733228337,0.733228337,1
72,of the bored,of the board,1.59E-06,0.000906885,1
73,Did you know,Did you know,0.41771103,0.41771103,1
73,you know that,you know that,0.085260887,0.085260887,1
73,know that dolmas,know that dolmas,3.71E-08,3.71E-08,1
73,that dolmas were,that dolmas were,1,1,1
73,dolmas were first,dolmas were first,1,1,1
73,were first made,were first made,0.017022944,0.017022944,1
73,first made in,first made in,0.070805956,0.070805956,1
73,made in Greece?,made in grease?,0.000246691,7.90E-08,1
74,I always prayed,I always prayed,0.000189712,0.000189712,1
74,always prayed before,always prayed before,0.032150033,0.032150033,1
74,prayed before my,prayed before my,8.85E-05,8.85E-05,1
74,before my biology,before my biology,1.12E-06,1.12E-06,1
74,my biology tests,my biology tests,7.57E-05,7.57E-05,1
74,biology tests I,biology tests I,0.00141844,0.00141844,1
74,tests I was,tests I was,0.03548084,0.03548084,1
74,I was hoping,I was hoping,0.00705997,0.00705997,1
74,was hoping for,was hoping for,0.187007348,0.187007348,1
74,hoping for a,hoping for a,0.292357938,0.292357938,1
74,for a sine,for a sign,5.01E-06,0.00028678,1
74,a sine from,a sign from,1.11E-05,0.013201928,1
74,sine from above,sign from above,0.002057613,0.025008522,1
75,It was not,It was not,0.066361031,0.066361031,1
75,was not church,was not church,5.44E-06,5.44E-06,1
75,not church john,not church john,9.99E-05,9.99E-05,1
75,church john disliked,church john disliked,0.003875969,0.003875969,1
75,john disliked It,john disliked It,1,1,1
75,disliked It was,disliked It was,1,1,1
75,It was just,It was just,0.013383341,0.013383341,1
75,was just the,was just the,0.039265486,0.039265486,1
75,just the principal,just the principle,0.000103273,0.000160723,1
75,the principal of,the principle of,0.051025396,0.59200824,1
75,principal of it,principle of it,0.000711056,0.001213888,1
76,Some grocery stores,Some grocery stores,0.627388535,0.627388535,1
76,grocery stores are,grocery stores are,0.02430898,0.02430898,1
76,stores are in,stores are in,0.004270537,0.004270537,1
76,are in a,are in a,0.062256934,0.062256934,1
76,in a CD,in a seedy,0.000183862,4.05E-05,1
76,a CD part,a seedy part,1.77E-05,0.030030785,1
76,CD part of,seedy part of,0.215048976,0.962860118,1
76,part of town,part of town,0.00152454,0.00152454,1
77,The professor got,The professor got,0.001603048,0.001603048,1
77,professor got so,professor got so,0.000615764,0.000615764,1
77,got so mad,got so mad,0.016563766,0.016563766,1
77,so mad he,so mad he,0.017281965,0.017281965,1
77,mad he pulled,mad he pulled,0.000107793,0.000107793,1
77,he pulled his,he pulled his,0.080031169,0.080031169,1
77,pulled his hare,pulled his hair,4.27E-06,0.009617602,1
77,his hare out,his hair out,0.001177856,0.016072297,1
78,The young boy,The young boy,0.014212582,0.014212582,1
78,young boy was,young boy was,0.008740185,0.008740185,1
78,boy was admonished,boy was admonished,2.13E-06,2.13E-06,1
78,was admonished by,was admonished by,0.287894787,0.287894787,1
78,admonished by his,admonished by his,0.046040268,0.046040268,1
78,by his father,by his father,0.027976248,0.027976248,1
78,his father Apparently,his father Apparently,1.76E-07,1.76E-07,1
78,father Apparently he,father Apparently he,1,1,1
78,Apparently he had,Apparently he had,0.101382405,0.101382405,1
78,he had been,he had been,0.086680985,0.086680985,1
78,had been knotty,had been naughty,2.11E-08,2.62E-05,1
79,To learn skateboard,To learn skateboard,2.07E-07,2.07E-07,1
79,learn skateboard tricks,learn skateboard tricks,0.152877698,0.152877698,1
79,skateboard tricks you,skateboard tricks you,0.000262329,0.000262329,1
79,tricks you have,tricks you have,0.031936918,0.031936918,1
79,you have to,you have to,0.105529247,0.105529247,1
79,have to be,have to be,0.132598022,0.132598022,1
79,to be taut,to be taught,8.95E-07,0.000679336,1
80,I dropped out,I dropped out,0.080231427,0.080231427,1
80,dropped out of,dropped out of,0.556880073,0.556880073,1
80,out of math,out of math,1.72E-05,1.72E-05,1
80,of math class,of math class,0.004524255,0.004524255,1
80,math class because,math class because,0.004764047,0.004764047,1
80,class because of,class because of,0.184204322,0.184204322,1
80,because of lousy,because of lousy,2.60E-05,2.60E-05,1
80,of lousy Marx,of lousy marks,6.55E-05,6.55E-05,1
81,A boy who,A boy who,0.06069638,0.06069638,1
81,boy who instinctively,boy who instinctively,1.27E-06,1.27E-06,1
81,who instinctively takes,who instinctively takes,0.000168095,0.000168095,1
81,instinctively takes risks,instinctively takes risks,0.003367003,0.003367003,1
81,takes risks has,takes risks has,8.41E-05,8.41E-05,1
81,risks has a,risks has a,0.027117086,0.027117086,1
81,has a natural,has a natural,0.001468838,0.001468838,1
81,a natural hi,a natural high,1.91E-07,0.001820567,1
82,A teacher having,A teacher having,0.000401043,0.000401043,1
82,teacher having a,teacher having a,0.076458952,0.076458952,1
82,having a tough,having a tough,0.003277466,0.003277466,1
82,a tough time,a tough time,0.095746633,0.095746633,1
82,tough time longs,tough time longs,3.81E-06,3.81E-06,1
82,time longs for,time longs for,0.512195122,0.512195122,1
82,longs for the,longs for the,0.179208941,0.179208941,1
82,for the end,for the end,0.000736362,0.000736362,1
82,the end of,the end of,0.718889244,0.718889244,1
82,end of the,end of the,0.478416723,0.478416723,1
82,of the school,of the school,0.001206045,0.001206045,1
82,the school daze,the school days,2.48E-06,0.000194323,1
83,Bankers in jail,Bankers in jail,4.35E-05,4.35E-05,1
83,in jail have,in jail have,0.000633486,0.000633486,1
83,jail have their,jail have their,0.000320307,0.000320307,1
83,have their prose,have their pros,1.60E-07,0.00143195,1
83,their prose and,their pros and,0.096395302,0.905000913,1
83,prose and cons,pros and cons,0.001547663,0.913677266,1
84,Do not expect,Do not expect,0.004653195,0.004653195,1
84,not expect to,not expect to,0.221558571,0.221558571,1
84,expect to eat,expect to eat,0.000591484,0.000591484,1
84,to eat something,to eat something,0.005595411,0.005595411,1
84,eat something fancy,eat something fancy,9.65E-06,9.65E-06,1
84,something fancy when,something fancy when,0.00014758,0.00014758,1
84,fancy when you,fancy when you,0.121008854,0.121008854,1
84,when you are,when you are,0.072444924,0.072444924,1
84,you are driving,you are driving,0.00075173,0.00075173,1
84,are driving because,are driving because,0.000299387,0.000299387,1
84,driving because it,driving because it,0.099355846,0.099355846,1
84,because it is,because it is,0.21879793,0.21879793,1
84,it is plane,it is plain,6.49E-07,0.000276311,1
84,is plane food,is plain food,0.000261165,3.40E-06,1
85,I saw a,I saw a,0.106576975,0.106576975,1
85,saw a horror,saw a horror,8.91E-05,8.91E-05,1
85,a horror movie,a horror movie,0.245068264,0.245068264,1
85,horror movie last,horror movie last,0.000185632,0.000185632,1
85,movie last night,movie last night,0.619608707,0.619608707,1
85,last night It,last night It,0.000143194,0.000143194,1
85,night It was,night It was,0.111325386,0.111325386,1
85,It was the,It was the,0.058411624,0.058411624,1
85,was the best,was the best,0.023805773,0.023805773,1
85,the best dam,the best damn,7.80E-06,0.000382615,1
85,best dam movie,best damn movie,0.000804505,0.01329138,1
85,dam movie I,damn movie I,0.006060606,0.025980801,1
85,movie I have,movie I have,0.119428772,0.119428772,1
85,I have ever,I have ever,0.014714464,0.014714464,1
85,have ever seen,have ever seen,0.20609126,0.20609126,1
86,My horse is,My horse is,0.170172387,0.170172387,1
86,horse is so,horse is so,0.007027596,0.007027596,1
86,is so slow,is so slow,0.002751829,0.002751829,1
86,so slow it,so slow it,0.01711171,0.01711171,1
86,slow it hertz,slow it hurts,9.61E-06,0.000653206,1
87,The directors had,The directors had,0.004155589,0.004155589,1
87,directors had one,directors had one,3.90E-05,3.90E-05,1
87,had one great,had one great,0.002108573,0.002108573,1
87,one great movie,one great movie,0.003838163,0.003838163,1
87,great movie after,great movie after,0.000459323,0.000459323,1
87,movie after another,movie after another,0.032352586,0.032352586,1
87,after another They,after another They,1.00E-06,1.00E-06,1
87,another They were,another They were,0.058195926,0.058195926,1
87,They were on,They were on,0.006071899,0.006071899,1
87,were on a,were on a,0.07630977,0.07630977,1
87,on a role,on a roll,0.000143047,0.00177263,1
88,The man put,The man put,0.001099651,0.001099651,1
88,man put his,man put his,0.159380952,0.159380952,1
88,put his name,put his name,0.030315812,0.030315812,1
88,his name on,his name on,0.032784391,0.032784391,1
88,name on the,name on the,0.372953565,0.372953565,1
88,on the pocket,on the pocket,3.07E-05,3.07E-05,1
88,the pocket of,the pocket of,0.175699178,0.175699178,1
88,pocket of his,pocket of his,0.144849536,0.144849536,1
88,of his shirt,of his shirt,0.000598728,0.000598728,1
88,his shirt so,his shirt so,0.003528694,0.003528694,1
88,shirt so he,shirt so he,0.054341037,0.054341037,1
88,so he would,so he would,0.02806283,0.02806283,1
88,he would have,he would have,0.128746758,0.128746758,1
88,would have collar,would have caller,2.17E-08,2.19E-06,1
88,have collar ID,have caller ID,0.001560062,0.662939087,1
89,Bodybuilders have muscles,Bodybuilders have muscles,0.001449275,0.001449275,1
89,have muscles of,have muscles of,0.018938053,0.018938053,1
89,muscles of steal,muscles of steel,3.57E-06,0.002334302,1
90,When an actress,When an actress,0.000629431,0.000629431,1
90,an actress saw,an actress saw,0.001022445,0.001022445,1
90,actress saw her,actress saw her,0.826552463,0.826552463,1
90,saw her first,saw her first,0.010429185,0.010429185,1
90,her first wrinkle,her first wrinkle,2.98E-07,2.98E-07,1
90,first wrinkle she,first wrinkle she,0.001191895,0.001191895,1
90,wrinkle she thought,wrinkle she thought,0.023809524,0.023809524,1
90,she thought she,she thought she,0.108144114,0.108144114,1
90,thought she would,thought she would,0.095665784,0.095665784,1
90,she would dye,she would die,2.07E-05,0.003659832,1
91,A cardboard fort,A cardboard fort,0.000135538,0.000135538,1
91,cardboard fort would,cardboard fort would,0.004807692,0.004807692,1
91,fort would be,fort would be,0.353982301,0.353982301,1
91,would be a,would be a,0.078367876,0.078367876,1
91,be a waist,be a waste,1.10E-05,0.001325203,1
91,a waist of,a waste of,0.144091882,0.671905666,1
91,waist of paper,waste of paper,0.001860112,0.005243397,1
92,Being able to,Being able to,0.989259331,0.989259331,1
92,able to fit,able to fit,0.000929975,0.000929975,1
92,to fit size,to fit size,0.000210052,0.000210052,1
92,fit size fourteen,fit size fourteen,0.000128783,0.000128783,1
92,size fourteen pants,size fourteen pants,0.001410437,0.001410437,1
92,fourteen pants is,fourteen pants is,1,1,1
92,pants is quite,pants is quite,0.002629551,0.002629551,1
92,is quite a,is quite a,0.093163567,0.093163567,1
92,quite a feet,quite a feat,6.83E-05,0.003434645,1
93,The intern wanted,The intern wanted,1.86E-05,1.86E-05,1
93,intern wanted to,intern wanted to,0.269503546,0.269503546,1
93,wanted to say,wanted to say,0.03768227,0.03768227,1
93,to say something,to say something,0.014315871,0.014315871,1
93,say something but,say something but,0.007654836,0.007654836,1
93,something but he,something but he,0.022825971,0.022825971,1
93,but he was,but he was,0.101173765,0.101173765,1
93,he was not,he was not,0.054371899,0.054371899,1
93,was not aloud,was not allowed,1.54E-05,0.004214152,1
94,Those who carry,Those who carry,0.000565375,0.000565375,1
94,who carry too,who carry too,0.00064857,0.00064857,1
94,carry too many,carry too many,0.171423911,0.171423911,1
94,too many burdens,too many burdens,8.82E-05,8.82E-05,1
94,many burdens start,many burdens start,0.000230681,0.000230681,1
94,burdens start feeling,burdens start feeling,0.022727273,0.022727273,1
94,start feeling pail,start feeling pale,1.23E-05,1.23E-05,1
95,A mans family,A mans family,0.000220556,0.000220556,1
95,mans family is,mans family is,0.00131406,0.00131406,1
95,family is his,family is his,0.000711658,0.000711658,1
95,is his anchor,is his anchor,7.80E-05,7.80E-05,1
95,his anchor in,his anchor in,0.047224278,0.047224278,1
95,anchor in a,anchor in a,0.115136004,0.115136004,1
95,in a manor,in a manor,1.57E-05,1.57E-05,1
95,a manor of,a manor of,0.091508739,0.091508739,1
95,manor of speaking,manor of speaking,0.012554183,0.012554183,1
96,An online poker,An online poker,0.001892351,0.001892351,1
96,online poker tournament,online poker tournament,0.016668651,0.016668651,1
96,poker tournament ended,poker tournament ended,7.43E-07,7.43E-07,1
96,tournament ended suddenly,tournament ended suddenly,0.000302024,0.000302024,1
96,ended suddenly when,ended suddenly when,0.15406809,0.15406809,1
96,suddenly when the,suddenly when the,0.156677966,0.156677966,1
96,when the competitor,when the competitor,3.66E-05,3.66E-05,1
96,the competitor cached,the competitor cashed,6.16E-06,6.16E-06,1
96,competitor cached in,competitor cashed in,1,1,1
96,cached in his,cashed in his,0.000938897,0.034210035,1
96,in his chips,in his chips,5.67E-05,5.67E-05,1
97,Britain is a,Britain is a,0.088164027,0.088164027,1
97,is a wet,is a wet,3.14E-05,3.14E-05,1
97,a wet place,a wet place,0.001697551,0.001697551,1
97,wet place since,wet place since,0.000126151,0.000126151,1
97,place since the,place since the,0.242834618,0.242834618,1
97,since the autumn,since the autumn,0.000211871,0.000211871,1
97,the autumn has,the autumn has,0.000978731,0.000978731,1
97,autumn has had,autumn has had,0.000166113,0.000166113,1
97,has had a,has had a,0.244995685,0.244995685,1
97,had a long,had a long,0.008937778,0.008937778,1
97,a long reign,a long rain,8.55E-05,2.86E-05,1
98,Tomato gardeners who,Tomato gardeners who,1,1,1
98,gardeners who work,gardeners who work,0.013544431,0.013544431,1
98,who work extra,who work extra,0.00016313,0.00016313,1
98,work extra get,work extra get,2.52E-05,2.52E-05,1
98,extra get thyme,extra get time,0.001424501,0.001424501,1
98,get thyme and,get time and,1,0.023582326,1
98,thyme and a,time and a,0.026653165,0.011325374,1
98,and a half,and a half,0.026669986,0.026669986,1
99,If you say,If you say,0.000875261,0.000875261,1
99,you say you,you say you,0.061980455,0.061980455,1
99,say you have,say you have,0.089148317,0.089148317,1
99,you have bad,you have bad,0.000908598,0.000908598,1
99,have bad teeth,have bad teeth,0.007209183,0.007209183,1
99,bad teeth I,bad teeth I,0.001788841,0.001788841,1
99,teeth I would,teeth I would,0.013598253,0.013598253,1
99,I would say,I would say,0.032560735,0.032560735,1
99,would say that,would say that,0.218831646,0.218831646,1
99,say that was,say that was,0.002443667,0.002443667,1
99,that was a,that was a,0.046733495,0.046733495,1
99,was a pore,was a poor,7.90E-07,0.000973238,1
99,a pore excuse,a poor excuse,2.97E-05,0.008747806,1
100,People who like,People who like,0.013874891,0.013874891,1
100,who like purple,who like purple,3.94E-05,3.94E-05,1
100,like purple paint,like purple paint,8.87E-05,8.87E-05,1
100,purple paint have,purple paint have,0.000245519,0.000245519,1
100,paint have a,paint have a,0.06358885,0.06358885,1
100,have a gilt,have a guilt,1.15E-06,7.52E-06,1
100,a gilt complex,a guilt complex,0.002152487,0.058107033,1
101,To heir is,To err is,0.518518519,0.944310775,1
101,heir is careless,err is careless,7.69E-05,1.78E-05,1
102,When their parrot,When their parrot,6.93E-06,6.93E-06,1
102,their parrot was,their parrot was,0.00076746,0.00076746,1
102,parrot was little,parrot was little,0.000177242,0.000177242,1
102,was little they,was little they,0.003949334,0.003949334,1
102,little they only,little they only,1.37E-05,1.37E-05,1
102,they only got,they only got,0.009369958,0.009369958,1
102,only got rest,only got rest,1.67E-06,1.67E-06,1
102,got rest after,got rest after,0.001584786,0.001584786,1
102,rest after son,rest after sun,1.54E-05,1.54E-05,1
102,after son down,after sun down,0.000161057,0.028778272,1
103,Novice choristers make,Novice choristers make,1,1,1
103,choristers make terrible,choristers make terrible,1,1,1
103,make terrible singers,make terrible singers,0.00015706,0.00015706,1
103,terrible singers because,terrible singers because,0.001988072,0.001988072,1
103,singers because they,singers because they,0.219944082,0.219944082,1
103,because they cannot,because they cannot,2.41E-06,2.41E-06,1
103,they cannot hit,they cannot hit,0.001358696,0.001358696,1
103,cannot hit the,cannot hit the,1,1,1
103,hit the high,hit the high,0.003584376,0.003584376,1
103,the high Cs,the high seas,2.90E-05,0.01466813,1
104,An optometrist is,An optometrist is,0.109015544,0.109015544,1
104,optometrist is a,optometrist is a,0.133098798,0.133098798,1
104,is a bright,is a bright,0.000229475,0.000229475,1
104,a bright spark,a bright spark,0.001762779,0.001762779,1
104,bright spark who,bright spark who,0.027832031,0.027832031,1
104,spark who knows,spark who knows,0.001618123,0.001618123,1
104,who knows whats,who knows whats,0.000720584,0.000720584,1
104,knows whats watt,knows whats what,5.39E-05,0.009585353,1
105,When the mayor,When the mayor,0.000152901,0.000152901,1
105,the mayor wanted,the mayor wanted,0.00062293,0.00062293,1
105,mayor wanted to,mayor wanted to,0.545386347,0.545386347,1
105,wanted to balance,wanted to balance,9.04E-05,9.04E-05,1
105,to balance the,to balance the,0.330655372,0.330655372,1
105,balance the budget,balance the budget,0.088858459,0.088858459,1
105,the budget he,the budget he,0.000912979,0.000912979,1
105,budget he turned,budget he turned,0.000100422,0.000100422,1
105,he turned to,he turned to,0.224383135,0.224383135,1
105,turned to a,turned to a,0.029806362,0.029806362,1
105,to a fund,to a fund,0.000170616,0.000170616,1
105,a fund razor,a fund raiser,1.04E-06,0.037657472,1
106,Daniel is a,Daniel is a,0.146016552,0.146016552,1
106,is a biblical,is a biblical,2.26E-05,2.26E-05,1
106,a biblical prophet,a biblical profit,0.004805646,6.45E-06,1
106,biblical prophet known,biblical profit known,0.000395257,1,1
106,prophet known for,profit known for,0.097560976,0.006024096,1
106,known for interpreting,known for interpreting,2.16E-05,2.16E-05,1
106,for interpreting dreams,for interpreting dreams,0.002766555,0.002766555,1
107,He can recite,He can recite,0.000532561,0.000532561,1
107,can recite the,can recite the,0.294310548,0.294310548,1
107,recite the number,recite the number,0.002058857,0.002058857,1
107,the number pi,the number pie,3.75E-05,1.61E-06,1
107,number pi up,number pie up,0.000282805,0.010526316,1
107,pi up to,pie up to,0.709090909,0.08573784,1
107,up to ten,up to ten,0.00259423,0.00259423,1
107,to ten decimal,to ten decimal,0.000271252,0.000271252,1
107,ten decimal places,ten decimal places,0.376788553,0.376788553,1
108,Bakers knead flour,Bakers need flour,1,0.005,1
108,knead flour and,need flour and,0.006024096,0.088588589,1
108,flour and milk,flour and milk,0.013631924,0.013631924,1
108,and milk together,and milk together,0.00932131,0.00932131,1
108,milk together to,milk together to,0.022417741,0.022417741,1
108,together to make,together to make,0.056826271,0.056826271,1
108,to make bread,to make bread,0.00013476,0.00013476,1
108,make bread dough,make bread dough,0.013202969,0.013202969,1
109,The fisherman dipped,The fisherman dipped,5.15E-05,5.15E-05,1
109,fisherman dipped the,fisherman dipped the,1,1,1
109,dipped the oar,dipped the or,5.82E-05,5.82E-05,1
109,the oar in,the or in,0.043066762,0.014531118,1
109,oar in the,or in the,0.230937973,0.179989117,1
109,in the river,in the river,0.000295066,0.000295066,1
110,Boxes are stacked,Boxes are stacked,0.003455615,0.003455615,1
110,are stacked in,are stacked in,0.130093118,0.130093118,1
110,stacked in tiers,stacked in tears,0.003319265,1.14E-05,1
110,in tiers in,in tears in,0.016930866,0.010642565,1
110,tiers in the,tears in the,0.329933586,0.121576863,1
110,in the warehouse,in the warehouse,5.60E-05,5.60E-05,1
111,Pollsters conducted a,Pollsters conducted a,0.019607843,0.019607843,1
111,conducted a poll,conducted a pole,0.006298351,7.58E-07,1
111,a poll on,a pole on,0.059322544,0.023174086,1
111,poll on the,pole on the,0.213976924,0.3580378,1
111,on the popularity,on the popularity,4.33E-05,4.33E-05,1
111,the popularity of,the popularity of,0.847698318,0.847698318,1
111,popularity of the,popularity of the,0.224840318,0.224840318,1
111,of the political,of the political,0.00037978,0.00037978,1
111,the political candidates,the political candidates,0.000241083,0.000241083,1
112,The old man,The old man,0.10580189,0.10580189,1
112,old man is,old man is,0.016559355,0.016559355,1
112,man is alone,man is alone,0.000645078,0.000645078,1
112,is alone all,is alone all,0.001023036,0.001023036,1
112,alone all the,alone all the,0.249327505,0.249327505,1
112,all the time,all the time,0.053584435,0.053584435,1
112,the time and,the time and,0.036728823,0.036728823,1
112,time and is,time and is,0.005459139,0.005459139,1
112,and is bored,and is board,1.96E-05,8.91E-05,1
112,is bored to,is board to,0.033409354,0.002318023,1
112,bored to tears,board to tears,0.254843752,0.000121733,1
113,Greece is a,Grease is a,0.126087478,0.116049584,1
113,is a country,is a country,0.000603999,0.000603999,1
113,a country in,a country in,0.026431012,0.026431012,1
113,country in the,country in the,0.367699579,0.367699579,1
113,in the the,in the the,0.000182222,0.000182222,1
113,the the southern,the the southern,0.000158517,0.000158517,1
113,the southern portion,the southern portion,0.021297304,0.021297304,1
113,southern portion of,southern portion of,0.854715538,0.854715538,1
113,portion of Europe,portion of Europe,0.000107221,0.000107221,1
114,In mathematics the,In mathematics the,0.029064716,0.029064716,1
114,mathematics the sine,mathematics the sign,0.000112956,0.000112956,1
114,the sine function,the sign function,0.062516999,0.001677697,1
